N,P,K,temperature,humidity,ph,rainfall,label
55,87,26,27.79638138456491,68.39243262026785,7.222989329972258,114.7499454629916,maize
48,26,55,30.25166460672519,88.09889157256671,6.683693425161778,391.2647835104631,wheat
20,40,79,33.61748318676439,53.9442242735067,7.27298707809758,194.95283201030514,barley
82,71,35,29.300073146216924,57.01664729573253,8.244997032704308,277.166088128945,wheat
47,24,56,19.032649990863554,69.16285617556751,6.813850590947393,370.37760631646915,wheat
79,40,47,27.238987895970464,80.92589268073039,8.048714029572286,145.54160127915037,maize
87,71,62,27.43082187646895,50.97219235594681,6.937793576228187,101.41648796749357,wheat
58,34,79,33.88150345082888,59.232884735963204,7.183200965370328,389.6600409726353,barley
45,98,28,18.64563287608792,77.96012670373077,4.211720649352852,152.5499433725558,barley
58,57,37,21.13308210149158,68.0633648237384,5.495565074046227,206.93548884660805,wheat
61,98,76,15.501915701866732,69.37237639958789,8.414348099262606,314.48340932522615,rice
78,25,93,26.640106888179034,57.71403012053806,6.5343868932043945,317.65327948465085,rice
92,41,62,19.569297279267964,54.11980961065596,6.707743471862952,279.9618641720164,wheat
68,65,64,18.89212051484652,73.47907901931276,6.316297714237832,313.9553910484517,rice
50,71,76,33.51215115381151,69.97537063664394,4.088710846764421,294.1874423590367,maize
91,57,38,22.29808912872026,80.1013656676862,5.58334749171348,305.56308577488585,rice
85,57,69,34.838518970626666,65.3012896467047,7.56628434605633,374.08196219754427,rice
69,60,87,29.214616462516663,70.02009295506159,7.137657558681175,201.01090343899148,barley
61,77,22,25.0812991431655,85.42086221158556,6.188065266543347,215.50901693396816,wheat
64,89,35,25.592601450331674,64.47114211303426,5.11119261026019,285.754107414908,maize
45,67,32,29.89457696162166,55.26504383860863,5.155664593846995,268.3301585907646,wheat
23,60,53,17.167260414958637,53.25295468227522,4.809658682339273,353.83746861105965,rice
76,89,30,25.720801832076177,71.69611343274052,4.364250203910329,284.1265144171705,wheat
62,45,40,23.176064012273457,72.8641267955034,5.124842220443721,222.81212587215765,rice
40,85,59,16.07620089070926,64.03383389958873,7.685414796607122,380.3666754912442,maize
94,27,91,25.865528032623878,85.06795576369316,5.009061416882025,162.46215648927327,wheat
96,98,23,30.935535182090607,83.84797061182493,7.184092691504589,155.21648620790396,barley
27,76,66,26.515266993737168,77.7030346163499,7.394995164289192,267.31734601158837,maize
33,51,21,15.409196251741422,69.81231550756118,6.358247324898957,161.98043722866186,wheat
56,24,25,32.934185296701656,62.26098022924522,8.639441708357884,368.2067001146281,barley
96,93,26,32.50717239709573,82.03650685856061,8.869187779091188,122.39693729608038,barley
27,41,68,27.25673145044169,84.16992071731623,4.25407914470503,189.2795770366269,wheat
91,24,54,22.39705239297981,60.13516760766659,6.284482517637393,338.92749059995674,maize
95,55,76,18.036184815390147,69.92617907016528,8.391373797353626,328.0038061342217,barley
36,28,73,33.77206984240067,73.88281453319236,5.057546358068173,304.7418652606069,wheat
22,75,83,32.41569093976624,54.29394689956907,8.460081859890451,173.2330090675702,rice
91,49,32,34.03752622942274,61.26379580251083,8.945929672465983,270.6447531113691,wheat
91,47,79,18.017870140818403,87.76782004423306,6.4961253428835235,200.32078843635134,maize
66,50,90,24.016464657391516,63.136396369268525,7.197484520557742,331.9707433646401,barley
91,97,89,21.618747792691302,81.2576752591008,5.353013161083037,366.3653113437594,rice
25,90,47,33.35521179897406,52.3342265652772,5.475942600608837,163.38208221577767,rice
75,53,34,15.716999994155723,78.12966226268878,4.587590970808686,319.4233037265706,maize
99,25,28,18.567419634545367,56.35561028559893,6.7697985036756645,123.73884680209171,maize
64,55,92,21.83852067564276,57.696486585503074,4.405357361565207,342.41919924290414,maize
79,67,82,34.18227479931545,57.34769728217759,6.7069160457535055,243.96048831788195,barley
52,43,97,22.12805722007272,84.97165071037718,8.062479334055922,262.12974612969106,maize
95,79,28,26.997745744609123,72.72377218141813,4.5009291324181255,258.6696126551359,rice
25,92,78,17.92486348012064,70.51577775813728,6.932224903557548,310.9069571504681,barley
81,58,76,34.69215652359969,74.83051102779231,8.132107412562252,367.08276859998267,barley
74,26,97,16.782149877233593,65.35190862302709,6.371045565214924,338.6745434036481,barley
85,91,56,20.84599001629456,74.64865334546798,8.608140926407593,275.52951000070743,wheat
80,39,89,29.508182575163826,74.06786476220077,8.774563882578683,312.3688843964954,wheat
58,85,48,32.525701401387764,70.8861054350831,8.334914089887999,184.6574265485118,maize
34,70,63,24.250173839132728,73.8606480499068,6.972753156836921,108.91017252376759,barley
60,54,88,23.731858789474423,65.36161266483575,8.371027755184265,269.62858991570977,rice
47,68,77,16.88417352717606,56.50324215093728,8.25174726630151,269.1122373189298,rice
83,60,97,29.468685725323333,62.58293916466131,7.902514533940305,353.61230410866546,barley
56,20,98,16.307125614860322,65.3619932551406,7.256146249996227,229.10267961139675,maize
77,53,88,21.82875221755404,75.07205039318275,5.723127138378416,106.8313636731557,maize
97,88,34,31.315520267159684,69.66941091468806,8.00938240184366,351.4453498288152,rice
64,88,41,34.69504244248574,84.97757230318857,8.09317343179016,378.98685072511387,rice
59,60,72,22.33050838520075,69.75137242282035,7.047816531278509,149.6143301632161,wheat
69,52,25,20.221205746936768,56.557566366166306,4.067593614865809,190.36650544312056,barley
35,82,48,15.238019261867944,58.84939376201199,7.561554522177609,266.025071652871,rice
30,74,42,19.674098754357168,89.12159474966131,7.841844025493438,356.53346559778515,barley
61,38,47,15.369067433595454,70.4680388859947,4.272498064520913,111.65724006494796,barley
48,32,38,19.626565163694814,86.53514420666326,5.668903781923817,146.44875780810406,maize
56,27,68,19.70187067003029,64.3494483171656,5.723704579808599,386.4379214126147,maize
30,49,92,30.536604174267897,84.67077870601581,8.674010572421448,194.27797257464118,barley
51,81,58,22.562288392057845,60.77255531417082,5.275669692179419,386.2257326456615,wheat
42,63,27,18.98109235324202,63.62240368994695,5.12187601373895,345.2860001013841,barley
85,46,96,19.250503240864383,58.25802825348575,4.156478645689983,231.94735944703365,maize
86,67,45,26.25555515969254,53.22037391685664,4.207299939825603,146.30120663973202,wheat
73,85,72,25.44711887818632,63.0342658317582,7.165959375177937,129.11580765343925,maize
21,29,60,19.86894988687053,86.59997710049294,6.233994263865994,197.34026993125946,wheat
94,84,47,19.487570813400396,65.17518909570124,5.058368592536396,155.2351262786516,maize
69,71,56,22.477258721607647,68.23902820985296,7.334087829811841,240.3845230164487,barley
91,93,30,20.088994504373378,88.25923048286471,7.86458916987625,287.8386374670273,barley
54,20,83,31.034144451062467,89.12467826976814,7.184182497676036,251.9342527703012,rice
96,63,33,32.1433816912032,80.78260334341635,8.810845267320472,287.00975198283015,barley
30,39,27,32.651719295522035,79.97867058737918,8.200867494339509,278.83740331254614,barley
94,32,53,33.32624934197365,69.5366465571805,4.74835285926035,179.914907422931,maize
40,70,75,15.333622690656082,87.56207446556189,4.1126329098230645,398.71345084623226,maize
93,36,40,26.061569494478334,50.316628426485366,8.764445482607822,141.5114067117371,wheat
47,20,60,26.030767234800365,84.05346987600063,8.6155196811707,350.20457029801486,maize
26,24,25,26.561162446568545,69.85475851488746,8.011823162651119,196.40485844343337,maize
69,58,55,21.968792779115603,80.63402953810495,8.344791702701079,336.67134984308404,maize
54,87,75,20.097047357292897,56.74946746620846,8.313994715834326,129.73029770265163,wheat
93,69,98,25.104780095214775,60.49953006695144,6.723106651934888,262.10743274118704,rice
76,82,56,15.397090331097312,54.564580209507035,8.399577961819908,153.79207480527006,wheat
63,39,23,27.96461800976889,55.1856614400865,7.507881663170286,252.42155490793786,wheat
95,55,30,23.01969943407945,61.53206207300949,8.297030417158506,211.26161536232553,maize
20,32,31,30.38711938009957,71.39869797928434,6.556749030474049,391.23841434131333,barley
78,42,73,32.259806393921565,89.27863197053756,6.485720422107162,295.0606302984851,barley
92,60,99,22.75711799637484,59.752677942317874,8.061361858848421,277.6677674867432,maize
60,55,85,17.265456726657003,50.03396659597407,7.025858917234496,391.3390802629753,wheat
54,68,46,16.498325051679313,70.67299000343512,4.463151208881821,146.14694176309968,rice
95,54,97,25.74808631465924,60.15044955289238,5.74811464640057,389.2181422412386,wheat
68,76,45,27.13748305793294,84.70080424821094,7.383295952297542,226.602603721959,barley
35,84,50,18.910590122507227,77.0701347855944,5.647352376898557,399.69357673670237,barley
45,44,75,34.461434447719725,58.357993279523356,8.848918900414285,353.3134673403432,rice
22,20,40,27.47685359283977,72.72347129462935,7.554932795918209,223.59443213201897,wheat
22,78,70,19.891217803695053,50.22685011278986,7.647832970231404,162.3698852075005,maize
98,28,76,26.912952793056522,56.27919940746838,5.343596352389014,151.6657179080024,maize
66,91,80,18.98358469984078,53.477170132662195,4.429580794592398,135.23763041330886,rice
26,47,43,21.16473527563864,69.87024488843696,6.265296169303811,393.1337308456634,wheat
81,45,99,15.356294685173857,57.986043365466465,7.961187615665716,234.10601105124306,maize
80,74,36,17.29860642412163,79.19441144497063,8.927729347776301,192.97265688564403,rice
56,40,70,18.08210606831029,66.64552060955137,4.414280905604727,182.6480143775251,rice
62,98,21,32.33335932484529,78.8109359138912,6.6307030767417565,283.88215571880187,barley
92,79,73,33.11123437034573,53.472022882488524,4.437474801818238,354.03079765863106,wheat
67,38,99,30.44747516841489,86.88406194140592,4.045976377912583,210.205999412781,rice
62,56,21,30.244158684094423,75.32986477532,6.515794130224399,357.43325534263266,rice
83,41,99,15.860927959809867,63.58335298969263,5.349189415232202,197.77514679963264,wheat
94,54,35,24.383015955918715,80.16762468174969,7.578535101688706,247.71721166611647,wheat
60,62,77,25.074703994120316,68.51331079445298,8.807498918212932,135.17450934876425,wheat
47,67,63,20.290772297904574,70.57373059520128,4.385674312172367,113.2247764976228,rice
29,95,32,16.620145483816042,65.67410983881828,5.796953813864569,349.1759198657328,wheat
47,92,72,21.08373181930137,52.37164590988695,8.664021819139293,306.05400044728134,maize
88,65,30,25.62611066338765,52.281395579079486,7.050182476478014,195.79877523291125,rice
39,28,95,27.43832810858816,84.0606175503728,8.865426480045805,216.10980531295777,wheat
94,55,98,23.11324586353845,75.14158208493556,7.372049328042631,383.69942719756915,barley
78,46,81,23.728397428411093,68.33942513979616,8.25439353395436,140.34549909707812,rice
63,25,76,17.85371629738892,54.23152483698503,6.296443164048323,166.41362103754716,barley
44,66,25,30.774235999870896,87.06530413877138,8.12215836989981,213.19445698571377,rice
80,36,55,31.845125106386153,61.32419195752548,5.378707990239922,370.1065054042253,rice
75,47,25,29.125361500231243,56.51552565081048,7.525906802251011,109.63934467049577,barley
38,97,62,18.176684290516768,50.15239731986099,4.986313496388404,322.9755603508012,rice
72,20,20,31.976538361552183,58.429084138962864,4.68260267490816,253.58816759029256,rice
61,51,73,22.007189406775872,76.89922836583573,5.804702801220548,139.6443072413515,rice
91,31,25,26.97626236625754,60.88994061453238,4.821949614147902,271.409659730627,maize
34,42,40,26.053740992367754,86.03041355534722,7.515661708771431,386.9568390587988,wheat
54,64,83,16.421174505890257,75.47310100805672,5.0548776174344665,392.5652035007772,rice
26,57,23,21.31547087083167,54.17149037414028,7.797423428718602,333.1062057074414,rice
24,37,96,15.579440634262202,84.53168970550223,7.096712510664835,306.8087598433725,wheat
67,85,20,30.236562984693162,61.15593737090305,4.465108916029869,150.33864920300528,rice
50,57,41,21.444883647039685,65.50976955034861,4.781006132467911,370.4765846377777,wheat
41,72,67,20.52712128642166,66.48323544119478,4.967757144844076,136.6235128210232,wheat
83,77,30,15.98916865331892,61.31783406083855,8.412903329298434,256.41451203706833,rice
26,84,38,24.13376914960719,53.72862546443047,5.946949920126592,220.19940228548035,wheat
65,49,94,32.09592864904758,84.7833039304264,6.83872412857339,264.5799475094276,barley
64,99,44,16.33303936487943,65.65347204401925,8.638699884846366,397.9304594435854,barley
65,39,65,23.425974885133247,51.2107306573445,6.094676484019011,246.14625806125915,wheat
92,29,98,27.50981911912897,52.3347408419825,8.4129466809304,172.0551628307818,wheat
88,21,98,15.2442446926585,83.5509367229746,8.3419514052176,312.1637735478313,rice
21,83,89,24.67795923216621,76.64357371119942,5.513774807342974,259.2401955654758,maize
23,75,86,30.05007355617242,72.42118976947316,5.6861385964471465,302.47661639762,maize
61,62,84,17.56198728227526,63.34030113887082,6.1504274325344,158.3512996682186,wheat
31,39,45,17.21190516655651,81.60816226928877,5.083441968013141,236.05651921205566,rice
69,59,36,19.83793889659657,88.87689631446688,8.934723728948855,315.5927214383831,barley
50,65,78,17.363973213286105,54.17304435372063,7.04207112269745,101.5400046437657,rice
90,85,37,30.36450231263167,75.23168143096439,7.987354670252964,106.508778317149,wheat
61,44,74,15.738171861516737,74.86143373300413,5.320735580037615,362.0525507693492,wheat
54,76,82,33.063373177344516,84.64894379876245,6.159293236997735,261.2542654306752,barley
90,60,51,33.08793237919597,50.71025086390451,8.217390633709783,155.7886267450741,barley
61,44,34,28.036431812126203,57.45836212161201,7.983167323548541,318.66064894848,wheat
66,45,57,28.140946736867285,69.37495267323011,5.417489988930801,236.25060153286736,wheat
85,23,95,28.806819085002825,56.617537870226286,5.016364099610267,342.78585765135716,barley
84,57,99,33.52890156586161,54.49151359429826,7.389853466780942,222.6478422434607,barley
65,28,99,15.616363527752114,80.78737376894097,8.605593214372465,367.0029697753221,barley
39,45,22,16.300584265125075,56.30048462766504,6.839326022393649,193.55557102793034,maize
32,69,99,34.692362772342804,54.2178529858044,8.720415969271574,133.04507055222064,rice
47,57,75,28.94681304481192,67.4862260753903,8.067812957593459,269.93058475207096,barley
29,41,47,25.478261465587355,55.160502586158444,5.510296508653042,288.43066274001876,barley
80,42,64,17.781900964096167,87.18566237889364,5.3238090116712184,270.9946685674427,wheat
42,73,41,18.161966874794334,64.46803891098831,8.22304909490355,103.34834137084738,wheat
43,36,64,24.029242615616276,60.0593198157204,8.764442014834806,311.9466002046162,rice
47,30,79,22.188115887660807,82.02297655825521,8.935352557441274,321.62564781006614,maize
25,73,34,15.493390813255207,80.99185634557605,4.630162636325179,154.63050601564785,rice
23,97,62,25.83889073606599,50.125296355478945,6.7107784835939475,206.43927594615926,maize
42,39,63,23.5567535758792,75.51521822758679,4.990314858047365,282.5244331943388,maize
56,39,83,33.944201984034905,56.367287154771084,6.123514270224507,268.36147182645965,barley
78,63,81,31.16268611576226,76.33368244388737,6.775918637168729,336.69476853285516,rice
70,76,51,15.583737801392662,59.296759815887214,5.029165562130449,336.86110215625797,barley
67,83,70,34.9645917508133,50.17407250864267,7.136599236350739,205.13789848719563,maize
78,45,52,34.876805156909676,50.185330261729185,4.536820921125259,324.9424203209579,rice
59,63,76,33.442222189559004,67.52281558569713,5.704116895783878,189.2831515367439,barley
77,77,50,26.544140337862956,59.17749461795097,4.379162100587237,201.05286306350013,rice
79,28,33,18.385220219500887,60.793981631061186,7.290727781839747,177.40553182428886,wheat
62,47,99,21.4435246151636,72.10559360286891,6.831801003621667,395.05487991488417,barley
42,81,72,32.82818601648323,76.24079583615867,6.08310129388544,379.96532698840025,barley
87,53,87,34.7532553355955,53.916003056988465,5.812205538368845,120.85763971668824,rice
51,85,34,19.53265711038395,79.86662286221946,4.135629377384223,163.84682402347812,rice
21,70,64,28.470772969909003,62.31336604379885,7.812781670988068,151.67904903614078,barley
92,66,53,26.523377645396874,63.97791859291043,7.181394292704356,183.41970398863856,barley
95,35,49,24.247749393902367,83.32693630162039,7.763372385720717,129.43018688722896,maize
44,57,68,30.170132968834107,80.8500460756145,4.272753685139708,151.6761938393681,maize
67,90,41,21.15942195985325,61.16858979566287,8.186556779628125,154.02547013820694,barley
84,48,84,19.82146714510387,85.76340580545104,5.892028980692018,227.2267878801544,wheat
38,40,48,29.098475966871185,63.929734159353174,7.911858844636038,318.5596786482074,wheat
64,79,91,28.029713097407665,89.36759626431713,8.618361231268167,203.83079805580815,wheat
33,96,94,15.618029739790328,59.48610596940173,4.394652210830223,282.5722450998022,barley
91,79,44,23.560965914950447,62.10499878549719,8.709128733417504,391.8383374409521,maize
80,22,28,24.8242009867236,54.33831409781731,8.376455631029621,292.88517909176915,wheat
26,59,73,18.79503159020803,68.72626789914733,7.286329135310554,179.26133127401832,maize
77,35,73,34.06763835278187,85.48747073306984,5.461294575457383,100.82178489446247,maize
65,48,75,15.591168310649952,54.347175464375596,7.817809046744712,252.22381864037325,rice
59,72,74,33.499675990412314,69.10027139243196,5.732472743431057,330.2482561173324,barley
79,46,60,24.436429399382057,72.76225646972141,7.323884420347266,389.49313860881387,maize
37,85,34,22.60974987305081,85.47596271381778,6.101487895199254,251.87685457423993,barley
75,86,60,17.07590242736767,88.7611840776043,7.605418303895203,210.99065229958427,maize
76,31,44,30.64664830367993,74.77834008765907,6.4292076806774645,159.58272520750103,maize
38,74,29,33.813456544917614,51.848874540711044,8.356349528680951,109.24759137483244,barley
33,63,60,21.829705242063476,80.20773215313706,6.859134572518836,125.58946740759507,maize
35,51,89,33.132915400580394,82.47393522237766,7.242232780693265,206.64663938758292,rice
70,60,39,33.93709616558809,52.189928254211054,4.425656973389386,350.5729487384923,maize
23,32,96,22.389390584884282,76.68694947443949,6.020206558966796,223.2501324500533,maize
57,95,72,33.88022442221746,83.09163933349835,4.538821364538856,111.83529014349077,barley
69,90,82,18.815385201145148,73.75258098582941,5.591455707649823,337.92670764753746,wheat
54,44,77,15.037269756695387,63.99760263428156,4.54450029280067,287.2958058540729,maize
29,23,31,27.252894861271077,79.5738521395994,7.507644812967275,338.8830800086385,maize
20,67,24,25.321776712797046,89.5271025384157,8.08371677637561,205.51672426796387,maize
63,77,79,18.81593658098327,74.36086803587907,6.006580663400619,289.53242013857744,wheat
50,76,27,28.5357415287081,74.31794684094588,4.943276819256932,306.66749703847336,barley
32,39,39,32.58449202258636,67.92800854736117,5.901974867725893,361.6591933411879,rice
61,31,50,29.116241354587814,87.0808114415595,8.170354699338091,157.31485477176466,maize
41,76,41,30.777401643640268,60.18528084824837,7.112448987085219,294.35385254430537,maize
64,52,29,26.36183691288834,80.71706863571147,7.843677037221095,308.02368167614407,barley
80,76,95,16.15878947604053,75.61235295181537,5.867420016927801,364.6694473162011,wheat
51,50,79,22.35351267077524,71.65028787795185,6.118438612398853,372.48281615650626,barley
47,54,97,25.19324626783217,82.29672678704469,8.061404567213025,381.0420635311158,rice
56,37,49,32.57923786604415,77.64858061038342,6.188874526061396,205.2645850079984,wheat
23,23,68,26.3956374345546,66.18077430515015,8.675396228859178,103.63995449055102,maize
69,53,70,20.886012003335225,68.28806430655536,6.641252522535758,143.7301469237065,wheat
56,65,47,26.941694680558975,86.88183659105648,4.789809206472424,140.17612196759507,wheat
89,48,23,27.764512865436295,69.78320680711384,4.0718362378831205,167.7797934325037,maize
64,52,36,32.63170910821465,55.0043686184374,8.996018052511628,318.89298565622516,rice
90,62,74,23.392894537151314,73.83641792006334,4.925298691037762,362.7749119857692,wheat
78,38,35,18.913104127819565,74.7629763768806,6.5157763714511905,137.30000069637367,maize
92,94,95,25.856826460264607,84.65446577152652,4.86138017130202,287.93010316865764,barley
46,79,84,16.078601268858897,77.71120677288596,8.055850316727188,185.42224007967593,barley
